address,entry_kind,source,classification_basis,confidence
0x56A1,internal_basic_block,0x5696,direct_branch_or_fallthrough_target,Verified
0x56AD,internal_basic_block,0x5613;0x5696,direct_branch_or_fallthrough_target,Verified
0x56AF,bytecode_handler,opcode_table_0xA3,traversal_state,Verified
0x56C7,internal_basic_block,0x5696,direct_branch_or_fallthrough_target,Verified
0x56CB,bytecode_handler,opcode_table_0xA2,traversal_state,Verified
0x56D7,internal_basic_block,0x5696,direct_branch_or_fallthrough_target,Verified
0x56DA,internal_basic_block,0x5696,direct_branch_or_fallthrough_target,Verified
0x56DC,bytecode_handler,opcode_table_0xA7,traversal_state,Verified
0x56EE,internal_basic_block,0x5696,direct_branch_or_fallthrough_target,Verified
0x5703,bytecode_handler,opcode_table_0xA6,traversal_state,Verified
0x5711,bytecode_handler,opcode_table_0xA8,traversal_state,Verified
0x5715,tail_jump_entry,0x5188,traversal_state,Verified
0x571D,internal_basic_block,0x5715,direct_branch_or_fallthrough_target,Verified
0x5733,internal_basic_block,0x5715,direct_branch_or_fallthrough_target,Verified
0x5744,internal_basic_block,0x5715,direct_branch_or_fallthrough_target,Verified
0x5746,internal_basic_block,0x5715,direct_branch_or_fallthrough_target,Verified
0x5749,internal_basic_block,0x5715,direct_branch_or_fallthrough_target,Verified
0x5754,batch_continuation,0x5751,traversal_state,Verified
0x5755,tail_jump_entry,0x51A0,traversal_state,Verified
0x575E,internal_basic_block,0x5755,direct_branch_or_fallthrough_target,Verified
0x5771,internal_basic_block,0x5755,direct_branch_or_fallthrough_target,Verified
0x57B0,vector_entry,NMI_vector,traversal_state,Verified
0x57B1,internal_basic_block,0x57B0,direct_branch_or_fallthrough_target,Verified
0x57D1,internal_basic_block,0x57B0,direct_branch_or_fallthrough_target,Verified
0x57D2,internal_basic_block,0x57B0,direct_branch_or_fallthrough_target,Verified
0x57DF,internal_basic_block,0x57B0,direct_branch_or_fallthrough_target,Verified
0x57E8,internal_basic_block,0x57B0,direct_branch_or_fallthrough_target,Verified
0x57F4,internal_basic_block,0x57B0,direct_branch_or_fallthrough_target,Verified
0x5806,internal_basic_block,0x57B0,direct_branch_or_fallthrough_target,Verified
0x5809,internal_basic_block,0x57B0,direct_branch_or_fallthrough_target,Verified
0x581E,internal_basic_block,0x57B0;0x843F,direct_branch_or_fallthrough_target,Verified
0x5820,internal_basic_block,0x57B0,direct_branch_or_fallthrough_target,Verified
0x5824,internal_basic_block,0x57B0,direct_branch_or_fallthrough_target,Verified
0x582D,nmi_indirect_dispatcher,0x582A,traversal_state,Verified
0x5833,callable_subroutine,0x40EC,traversal_state,Verified
0x5874,internal_basic_block,0x5833,direct_branch_or_fallthrough_target,Verified
0x5894,callable_and_tail_jump_entry,0x41C8;0x41CB;0x41CE;0x41DB;0x41E3,traversal_state,Verified
0x58A6,internal_basic_block,0x5894,direct_branch_or_fallthrough_target,Verified
0x58AA,internal_basic_block,0x5894,direct_branch_or_fallthrough_target,Verified
0x58AB,internal_basic_block,0x5894,direct_branch_or_fallthrough_target,Verified
0x58C1,internal_basic_block,0x5894,direct_branch_or_fallthrough_target,Verified
0x58C9,internal_basic_block,0x5894,direct_branch_or_fallthrough_target,Verified
0x58E9,internal_basic_block,0x5894,direct_branch_or_fallthrough_target,Verified
0x58F0,internal_basic_block,0x5894,direct_branch_or_fallthrough_target,Verified
0x58F9,internal_basic_block,0x5894,direct_branch_or_fallthrough_target,Verified
0x5904,internal_basic_block,0x5894,direct_branch_or_fallthrough_target,Verified
0x5916,internal_basic_block,0x5894,direct_branch_or_fallthrough_target,Verified
0x591A,batch_continuation,0x5918,traversal_state,Verified
0x5922,internal_basic_block,0x5894,direct_branch_or_fallthrough_target,Verified
0x5926,internal_basic_block,0x5894;0x591A,direct_branch_or_fallthrough_target,Verified
0x5931,internal_basic_block,0x5894;0x591A,direct_branch_or_fallthrough_target,Verified
0x5932,tail_jump_entry,0x4441;0x58F6,traversal_state,Verified
0x5939,internal_basic_block,0x5894;0x5932,direct_branch_or_fallthrough_target,Verified
0x5948,internal_basic_block,0x5932,direct_branch_or_fallthrough_target,Verified
0x594E,internal_basic_block,0x5932,direct_branch_or_fallthrough_target,Verified
0x59A4,batch_continuation,0x59A3,traversal_state,Verified
0x59BD,internal_basic_block,0x59A4,direct_branch_or_fallthrough_target,Verified
0x59D3,internal_basic_block,0x59A4,direct_branch_or_fallthrough_target,Verified
0x59E1,internal_basic_block,0x59A4,direct_branch_or_fallthrough_target,Verified
0x59E2,tail_jump_entry,0x5936,traversal_state,Verified
0x59EE,internal_basic_block,0x59E2,direct_branch_or_fallthrough_target,Verified
0x5A01,internal_basic_block,0x59E2,direct_branch_or_fallthrough_target,Verified
0x5A09,internal_basic_block,0x59E2,direct_branch_or_fallthrough_target,Verified
0x5A0B,callable_subroutine,0x40CD,traversal_state,Verified
0x5A25,vector_entry,RESET_vector,traversal_state,Verified
0x5A28,fallthrough,0x5A25,traversal_state,Verified
0x5A2A,fallthrough,0x5A28,traversal_state,Verified
0x5A2C,conditional_target_and_fallthrough,0x5A2A,traversal_state,Verified
0x5A2E,fallthrough,0x5A2C,traversal_state,Verified
0x8381,callable_subroutine,0x41BF,traversal_state,Verified
0x838D,internal_basic_block,0x8381,direct_branch_or_fallthrough_target,Verified
0x8396,internal_basic_block,0x8381,direct_branch_or_fallthrough_target,Verified
0x83A3,internal_basic_block,0x8381,direct_branch_or_fallthrough_target,Verified
0x83AC,internal_basic_block,0x8381,direct_branch_or_fallthrough_target,Verified
0x83C9,internal_basic_block,0x8381,direct_branch_or_fallthrough_target,Verified
0x83CB,internal_basic_block,0x8381,direct_branch_or_fallthrough_target,Verified
0x83D0,internal_basic_block,0x8381,direct_branch_or_fallthrough_target,Verified
0x83DD,internal_basic_block,0x8381,direct_branch_or_fallthrough_target,Verified
0x83F4,internal_basic_block,0x8381,direct_branch_or_fallthrough_target,Verified
0x83FA,batch_continuation,0x83F8,traversal_state,Verified
0x840F,internal_basic_block,0x83FA,direct_branch_or_fallthrough_target,Verified
0x841B,internal_basic_block,0x83FA,direct_branch_or_fallthrough_target,Verified
0x8420,internal_basic_block,0x83FA,direct_branch_or_fallthrough_target,Verified
0x8422,internal_basic_block,0x83FA,direct_branch_or_fallthrough_target,Verified
0x842D,internal_basic_block,0x83FA,direct_branch_or_fallthrough_target,Verified
0x8430,internal_basic_block,0x83FA,direct_branch_or_fallthrough_target,Verified
0x843E,internal_basic_block,0x83FA,direct_branch_or_fallthrough_target,Verified
0x843F,table_dispatch_entry,NMI_direct_table_query_3,traversal_state,Verified
